s,p,o
ferdinand of austria,IsRelatedTo,croatian parliament
ferdinand of austria,IsRelatedTo,croatia
croatian parliament elected ferdinand,IsRelatedTo,croatian parliament
croatian parliament elected ferdinand,IsRelatedTo,austria
croatian parliament,IsRelatedTo,franjo tudman
croatian parliament,IsRelatedTo,croatian parliament abolition
croatian parliament,IsRelatedTo,croatian independence declaration
croatian parliament,IsPartOf,croatia
croatia,IsRelatedTo,john x
croatia,IsRelatedTo,petar kresimir
croatia,IsRelatedTo,dmitar zvonimir
croatia,IsRelatedTo,stjepan ii
croatia,IsRelatedTo,ferdinand i
croatia,IsRelatedTo,charles iii
croatia,IsRelatedTo,maria theresa
croatia,IsRelatedTo,josip jelacic
croatia,IsRelatedTo,nikola tesla
croatia,IsRelatedTo,tomislav unspecified
croatia,IsRelatedTo,ivo josipovic
croatia,IsRelatedTo,andrej plenkovic
croatia,IsRelatedTo,zoran milanovic
croatia,IsRelatedTo,vladimir zerjavic
croatia,IsRelatedTo,bogoljub kocovic
croatia,IsRelatedTo,franjo tudman
croatia,IsRelatedTo,giorgio da sebenico
croatia,IsRelatedTo,nicolas of florence
croatia,IsRelatedTo,josip juraj strossmayer
croatia,IsRelatedTo,vlaho bukovac
croatia,IsRelatedTo,ivan mestrovic
croatia,IsRelatedTo,ivan generalic
croatia,IsRelatedTo,marko marulic
croatia,IsRelatedTo,marin drzic
croatia,IsRelatedTo,ivan gundulic
croatia,IsRelatedTo,ivan mazuranic
croatia,IsRelatedTo,august senoa
croatia,IsRelatedTo,ivana brlic-mazuranic
croatia,IsRelatedTo,marija juric zagorka
croatia,IsRelatedTo,antun gustav matos
croatia,IsRelatedTo,antun branko simic
croatia,IsRelatedTo,miroslav krleza
croatia,IsRelatedTo,tin ujevic
croatia,IsRelatedTo,ivo andric
croatia,IsRelatedTo,vatroslav lisinski
croatia,IsRelatedTo,ivan zajc
croatia,IsRelatedTo,ivo pogorelic
croatia,IsRelatedTo,croatia full independence effect
croatia,IsRelatedTo,croatia declares independence
croatia,IsRelatedTo,highest temperature recorded
croatia,IsRelatedTo,lowest temperature recorded
croatia,IsRelatedTo,joining schengen area
croatia,IsRelatedTo,adoption of euro
croatia,IsRelatedTo,oecd accession negotiations
croatia,IsRelatedTo,presidential election
croatia,IsRelatedTo,plenkovic becomes prime minister
croatia,IsRelatedTo,european migrant crisis
croatia,IsRelatedTo,croatia joins eu
croatia,IsRelatedTo,eu membership referendum
croatia,IsRelatedTo,eu accession treaty signed
croatia,IsRelatedTo,eu accession negotiations completed
croatia,IsRelatedTo,parliamentary elections
croatia,IsRelatedTo,anti-government protests peak
croatia,IsRelatedTo,croatia assumes unsc seat
croatia,IsRelatedTo,stabilisation and association agreement signed
croatia,IsRelatedTo,croatia joins wto
croatia,IsRelatedTo,croatia joins partnership for peace
croatia,IsRelatedTo,parliament amends constitution
croatia,IsRelatedTo,parliament amends constitution
croatia,IsRelatedTo,untaes mission concluded
croatia,IsRelatedTo,erdut agreement signed
croatia,IsRelatedTo,union with hungary
croatia,IsRelatedTo,tomislav named as king
croatia,IsRelatedTo,abolition of military frontier
croatia,IsRelatedTo,croatian–hungarian settlement
croatia,IsRelatedTo,capture of illyrian provinces
croatia,IsRelatedTo,split of croatia
croatia,IsRelatedTo,battle of mohacs
croatia,IsRelatedTo,battle of krbava field
croatia,IsRelatedTo,honeymoon destination report
croatia,IsRelatedTo,solo travel index ranking
croatia,IsRelatedTo,world tourist destination ranking
croatia,IsRelatedTo,water quality ranking
croatia,IsRelatedTo,tourist visits report
croatia,IsRelatedTo,corruption perceptions index report
croatia,IsRelatedTo,record low unemployment
croatia,IsRelatedTo,all-time high unemployment
croatia,IsRelatedTo,removal of croats 1991
croatia,IsRelatedTo,croatia declared independence
croatia,IsRelatedTo,tomislav crowned king
croatia,IsRelatedTo,branimir international recognition
croatia,IsRelatedTo,croatia joins nato
croatia,IsRelatedTo,compulsory conscription reintroduced
croatia,IsRelatedTo,compulsory conscription abolished
croatia,IsRelatedTo,croatia joins erm ii
croatia,IsRelatedTo,croatia joins schengen and eurozone
croatia,IsPartOf,austria-hungary
croatia,IsPartOf,house of habsburg
croatia,IsPartOf,hungary
croatia,IsPartOf,sfr yugoslavia
croatia,IsPartOf,yugoslavia
croatia,IsPartOf,union for the mediterranean
croatia,IsPartOf,world trade organization
croatia,IsPartOf,osce
croatia,IsPartOf,council of europe
croatia,IsPartOf,united nations
croatia,IsPartOf,nato
croatia,IsPartOf,schengen area
croatia,IsPartOf,eurozone
croatia,IsPartOf,european union
croatia,IsPartOf,sabor
croatia,IsPartOf,croatian olympic committee
croatia,IsPartOf,croatian railways
croatia,IsPartOf,hrvatske ceste
croatia,IsPartOf,croatia airlines
croatia,IsPartOf,port of rijeka
croatia,IsPartOf,lng hrvatska
croatia,IsPartOf,hrvatska elektroprivreda
croatia,IsPartOf,croatian government
croatia,IsPartOf,ban
croatia,IsPartOf,parliament
croatia,IsPartOf,zagreb fair
croatia,IsPartOf,kapital net d.o.o.
croatia,IsPartOf,author d.o.o.
croatia,IsPartOf,hrt
croatia,IsPartOf,state anti-fascist council for the national liberation of croatia
croatia,IsPartOf,hina
croatia,IsPartOf,rtl televizija
croatia,IsPartOf,nova tv
john x,IsRelatedTo,tomislav named as king
tomislav named as king,IsRelatedTo,tomislav unspecified
tomislav named as king,IsRelatedTo,hungary
tomislav named as king,IsRelatedTo,bulgaria
tomislav named as king,OccursAt,dalmatia
stjepan ii,IsRelatedTo,stjepan ii dies
stjepan ii dies,OccursAt,dalmatia
ladislaus i,WasPresentAt,hungary
ladislaus i,IsRelatedTo,union with hungary
ladislaus i,IsRelatedTo,hungary
hungary,IsContainedIn,mohacs
hungary,OccursAt,union with hungary
union with hungary,IsRelatedTo,coloman unspecified
union with hungary,IsRelatedTo,hungary
hungary,IsRelatedTo,louis ii
hungary,IsRelatedTo,coloman unspecified
louis ii,WasPresentAt,mohacs
louis ii,IsRelatedTo,battle of mohacs
louis ii,IsRelatedTo,ottoman empire
mohacs,OccursAt,battle of mohacs
battle of mohacs,IsRelatedTo,ottoman empire
ottoman empire,IsRelatedTo,battle of sisak
ottoman empire,IsRelatedTo,split of croatia
ottoman empire,IsRelatedTo,battle of krbava field
ferdinand i,WasPresentAt,cetin
ferdinand i,IsRelatedTo,parliament at cetin
ferdinand i,IsRelatedTo,house of habsburg
cetin,OccursAt,parliament at cetin
parliament at cetin,IsRelatedTo,sabor
house of habsburg,IsRelatedTo,split of croatia
house of habsburg,IsPartOf,croatian military frontier
charles iii,IsRelatedTo,croatian pragmatic sanction
croatian pragmatic sanction,IsRelatedTo,maria theresa
croatian pragmatic sanction,IsRelatedTo,sabor
josip jelacic,IsRelatedTo,abolition of military frontier
josip jelacic,IsRelatedTo,croatian–hungarian settlement
josip jelacic,IsRelatedTo,ban
abolition of military frontier,IsRelatedTo,croatian military frontier
croatian–hungarian settlement,IsRelatedTo,croatian national revival
croatian–hungarian settlement,IsRelatedTo,austria-hungary
nikola tesla,WasPresentAt,smiljin
branimir unspecified,WasPresentAt,benkovac
branimir unspecified,IsRelatedTo,pope recognizes branimir
branimir unspecified,IsRelatedTo,duchy of croatia
benkovac,IsContainedIn,dalmatia
pope recognizes branimir,IsRelatedTo,john viii
pope recognizes branimir,IsRelatedTo,duchy of croatia
pope recognizes branimir,OccursAt,dalmatia
duchy of croatia,IsRelatedTo,trpimir unspecified
duchy of croatia,IsRelatedTo,borna unspecified
duchy of croatia,IsRelatedTo,einard unspecified
duchy of croatia,IsRelatedTo,porga unspecified
duchy of croatia,IsRelatedTo,mislav unspecified
duchy of croatia,IsRelatedTo,john viii
duchy of croatia,IsRelatedTo,trpimir charter issued
duchy of croatia,IsRelatedTo,first record croatian duchy
duchy of croatia,IsPartOf,francia
trpimir unspecified,IsRelatedTo,trpimir charter issued
diocletian unspecified,WasPresentAt,split
diocletian unspecified,IsRelatedTo,diocletian retires to split
diocletian unspecified,IsRelatedTo,roman empire
split,WasPresentAt,julius nepos
split,IsContainedIn,dalmatia
split,OccursAt,edmu agreement signing
split,OccursAt,diocletian retires to split
split,OccursAt,julius nepos rules from split
diocletian retires to split,IsRelatedTo,roman empire
roman empire,IsRelatedTo,croatia becomes roman territory
roman empire,IsPartOf,western roman empire
julius nepos,IsRelatedTo,julius nepos rules from split
julius nepos,IsRelatedTo,western roman empire
julius nepos rules from split,IsRelatedTo,illyrians
julius nepos rules from split,IsRelatedTo,western roman empire
constantine vii,IsRelatedTo,byzantine empire
borna unspecified,WasPresentAt,dalmatia
borna unspecified,IsRelatedTo,first record croatian duchy
dalmatia,WasPresentAt,einard unspecified
dalmatia,WasPresentAt,porga unspecified
dalmatia,WasPresentAt,giorgio da sebenico
dalmatia,WasPresentAt,nicolas of florence
dalmatia,WasPresentAt,marko marulic
dalmatia,IsContainedIn,korcula
dalmatia,IsContainedIn,dubrovnik
dalmatia,IsContainedIn,vis
dalmatia,IsContainedIn,krapina
dalmatia,IsContainedIn,hvar
dalmatia,IsContainedIn,principality of lower pannonia
dalmatia,OccursAt,croatia becomes roman territory
dalmatia,OccursAt,first record croatian duchy
first record croatian duchy,IsRelatedTo,einard unspecified
first record croatian duchy,IsRelatedTo,ljudevit unspecified
first record croatian duchy,IsRelatedTo,francia
first record croatian duchy,IsRelatedTo,principality of lower pannonia
first record croatian duchy,OccursAt,sava
first record croatian duchy,OccursAt,drava
first record croatian duchy,OccursAt,principality of lower pannonia
first record croatian duchy,OccursAt,francia
ljudevit unspecified,WasPresentAt,sisak
ljudevit unspecified,WasPresentAt,sava
ljudevit unspecified,WasPresentAt,drava
ljudevit unspecified,WasPresentAt,principality of lower pannonia
ljudevit unspecified,IsRelatedTo,principality of lower pannonia
sisak,WasPresentAt,josip broz tito
sisak,IsContainedIn,principality of lower pannonia
sisak,OccursAt,battle of sisak
sisak,OccursAt,croatia becomes roman territory
sisak,OccursAt,formation partisans unit
sava,IsContainedIn,principality of lower pannonia
drava,IsContainedIn,principality of lower pannonia
drava,OccursAt,national ecological network setup
ruđer boskovic,WasPresentAt,ruđer boskovic institute
ruđer boskovic,IsRelatedTo,ruđer boskovic institute
ruđer boskovic institute,IsContainedIn,zagreb
ruđer boskovic institute,IsPartOf,republic of croatia
ivo josipovic,WasPresentAt,parliament
ivo josipovic,IsRelatedTo,parliamentary elections
ivo josipovic,IsRelatedTo,anti-government protests peak
ivo josipovic,IsRelatedTo,parliament dissolved
ivo josipovic,IsRelatedTo,parliament
parliament,OccursAt,parliament amends constitution
parliament,OccursAt,parliament amends constitution
anti-government protests peak,IsRelatedTo,croatian government
parliament dissolved,IsRelatedTo,sabor
parliament dissolved,IsRelatedTo,parliament
parliament,IsRelatedTo,parliament amends constitution
parliament,IsRelatedTo,parliament amends constitution
andrej plenkovic,IsRelatedTo,plenkovic becomes prime minister
zoran milanovic,IsRelatedTo,presidential election
dusan vukotic,WasPresentAt,zagreb
dusan vukotic,WasPresentAt,pula
dusan vukotic,IsRelatedTo,ersatz oscar win
dusan vukotic,IsRelatedTo,ministry of culture
dusan vukotic,IsRelatedTo,hrt
zagreb,WasPresentAt,branko lustig
zagreb,IsContainedIn,banski dvori
zagreb,IsContainedIn,franjo tudman airport
zagreb,IsContainedIn,university of zagreb
zagreb,IsContainedIn,croatian academy of sciences and arts
zagreb,IsContainedIn,rudjer boskovic institute
zagreb,IsContainedIn,croatia fair
zagreb,OccursAt,edmu agreement signing
zagreb,OccursAt,first airbus a220 delivery
zagreb,OccursAt,hamburg-zagreb flight launch
zagreb,OccursAt,state of slovenes proclaimed
zagreb,OccursAt,state merged into yugoslavia
zagreb,OccursAt,university of zagreb founded
zagreb,OccursAt,animafest zagreb founding
zagreb,OccursAt,ersatz oscar win
pula,WasPresentAt,nebojsa slijepcevic
ersatz oscar win,IsRelatedTo,branko lustig
ersatz oscar win,IsRelatedTo,ministry of culture
ersatz oscar win,IsRelatedTo,hrt
ministry of culture,IsRelatedTo,branko lustig
ministry of culture,IsRelatedTo,nebojsa slijepcevic
ministry of culture,IsRelatedTo,slijepcevic oscar nomination
hrt,IsRelatedTo,branko lustig
hrt,IsRelatedTo,nebojsa slijepcevic
hrt,IsRelatedTo,slijepcevic oscar nomination
nebojsa slijepcevic,IsRelatedTo,slijepcevic oscar nomination
vladimir zerjavic,WasPresentAt,yugoslavia
vladimir zerjavic,IsRelatedTo,yugoslavia
yugoslavia,WasPresentAt,bogoljub kocovic
yugoslavia,IsContainedIn,serbia
yugoslavia,OccursAt,avnoj transformation into parliament
yugoslavia,OccursAt,1974 yugoslav constitution adoption
yugoslavia,OccursAt,tito death
yugoslavia,OccursAt,formation of kingdom yugoslavia
yugoslavia,OccursAt,establishment of dictatorship
yugoslavia,OccursAt,yugoslavia invasion
yugoslavia,OccursAt,yugoslav partisans take control
yugoslavia,IsRelatedTo,bogoljub kocovic
yugoslavia,IsRelatedTo,franjo tudman
yugoslavia,IsPartOf,croatian olympic committee
yugoslavia,IsRelatedTo,yugoslavia invasion
yugoslavia,IsRelatedTo,riva eurovision victory
yugoslavia,IsPartOf,sfr yugoslavia
yugoslavia,IsPartOf,avnoj
franjo tudman,IsRelatedTo,croatian spring
franjo tudman,IsRelatedTo,first croatian multiparty elections
franjo tudman,IsRelatedTo,croatian government
croatian spring,IsRelatedTo,communist party
first croatian multiparty elections,IsRelatedTo,communist party
croatian government,IsRelatedTo,erdut agreement signed
croatian government,IsPartOf,office of displaced persons and refugees
stjepan radic,WasPresentAt,belgrade
stjepan radic,IsRelatedTo,stjepan radic assassination
stjepan radic,IsRelatedTo,national assembly
stjepan radic,IsRelatedTo,croatian peasant party
belgrade,WasPresentAt,punisa racic
belgrade,WasPresentAt,alexander i
belgrade,WasPresentAt,josip broz tito
belgrade,IsContainedIn,serbia
belgrade,OccursAt,stjepan radic assassination
stjepan radic assassination,IsRelatedTo,punisa racic
stjepan radic assassination,IsRelatedTo,croatian peasant party
stjepan radic assassination,IsRelatedTo,national assembly
national assembly,IsRelatedTo,punisa racic
croatian peasant party,IsRelatedTo,punisa racic
croatian peasant party,IsRelatedTo,vladko macek
alexander i,IsRelatedTo,establishment of dictatorship
alexander i,IsRelatedTo,"kingdom of serbs, croats, and slovenes"
vladko macek,WasPresentAt,banovina of croatia
vladko macek,IsRelatedTo,cvetkovic-macek agreement
vladko macek,IsRelatedTo,banovina of croatia
banovina of croatia,OccursAt,cvetkovic-macek agreement
cvetkovic-macek agreement,IsRelatedTo,banovina of croatia
ante pavelic,WasPresentAt,jasenovac complex
ante pavelic,WasPresentAt,independent state of croatia
ante pavelic,IsRelatedTo,death march nazi collaborators
ante pavelic,IsRelatedTo,yugoslavia invasion
ante pavelic,IsRelatedTo,ustase
ante pavelic,IsRelatedTo,independent state of croatia
jasenovac complex,IsContainedIn,independent state of croatia
death march nazi collaborators,IsRelatedTo,ndh armed forces
death march nazi collaborators,OccursAt,austria
yugoslavia invasion,IsRelatedTo,independent state of croatia
yugoslavia invasion,IsRelatedTo,nazi germany
yugoslavia invasion,IsRelatedTo,fascist italy
yugoslavia invasion,IsRelatedTo,ustase
yugoslavia invasion,IsRelatedTo,chetniks
independent state of croatia,IsRelatedTo,axis invasion of yugoslavia
independent state of croatia,IsPartOf,axis
independent state of croatia,IsPartOf,ndh armed forces
josip broz tito,WasPresentAt,italy
josip broz tito,WasPresentAt,austria
josip broz tito,WasPresentAt,tehran
josip broz tito,IsRelatedTo,yugoslav partisans take control
josip broz tito,IsRelatedTo,tehran conference recognition
josip broz tito,IsRelatedTo,formation partisans unit
josip broz tito,IsRelatedTo,partisans
italy,IsContainedIn,gonars
italy,OccursAt,2018 world cup final
italy,OccursAt,1998 world cup third place
italy,OccursAt,yugoslav partisans take control
austria,IsContainedIn,vienna
austria,IsContainedIn,austria-hungary
austria,OccursAt,yugoslav partisans take control
tehran,OccursAt,tehran conference recognition
yugoslav partisans take control,IsRelatedTo,state anti-fascist council for the national liberation of croatia
yugoslav partisans take control,IsRelatedTo,avnoj
yugoslav partisans take control,IsRelatedTo,partisans
yugoslav partisans take control,IsRelatedTo,soviet troops
tehran conference recognition,IsRelatedTo,allies
formation partisans unit,IsRelatedTo,partisans
formation partisans unit,IsRelatedTo,1st sisak partisan detachment
partisans,IsPartOf,allies
partisans,IsPartOf,1st sisak partisan detachment
giorgio da sebenico,WasPresentAt,istria
giorgio da sebenico,WasPresentAt,sibenik
giorgio da sebenico,WasPresentAt,cathedral of st. james
istria,WasPresentAt,nicolas of florence
sibenik,WasPresentAt,nicolas of florence
sibenik,WasPresentAt,august senoa
sibenik,WasPresentAt,ivana brlic-mazuranic
sibenik,IsContainedIn,cathedral of st. james
cathedral of st. james,WasPresentAt,nicolas of florence
croatian democratic union,IsPartOf,republic of croatia
republic of croatia,IsPartOf,social democratic party of croatia
republic of croatia,IsRelatedTo,nationwide leaving exams start
republic of croatia,IsRelatedTo,2007 education law passed
republic of croatia,IsRelatedTo,national ecological network setup
republic of croatia,IsPartOf,national ecological network
republic of croatia,IsPartOf,government of croatia
republic of croatia,IsPartOf,sabor
republic of croatia,IsPartOf,european union language association
republic of croatia,IsPartOf,croatian academy of sciences and arts
republic of croatia,IsPartOf,university of zadar
republic of croatia,IsPartOf,university of zagreb
highest temperature recorded,OccursAt,ploce
lowest temperature recorded,OccursAt,cakovec
joining schengen area,IsRelatedTo,schengen area
joining schengen area,OccursAt,schengen area
adoption of euro,IsRelatedTo,eurozone
adoption of euro,OccursAt,eurozone
oecd accession negotiations,IsRelatedTo,oecd
oecd accession negotiations,IsRelatedTo,oecd council
croatia joins eu,IsRelatedTo,european union
eu membership referendum,IsRelatedTo,european union
eu accession treaty signed,IsRelatedTo,european union
eu accession negotiations completed,IsRelatedTo,european union
croatia assumes unsc seat,IsRelatedTo,united nations security council
croatia assumes unsc seat,OccursAt,serbia
stabilisation and association agreement signed,IsRelatedTo,european union
croatia joins wto,IsRelatedTo,world trade organization
croatia joins partnership for peace,IsRelatedTo,partnership for peace
untaes mission concluded,OccursAt,unites
erdut agreement signed,OccursAt,erdut agreement
capture of illyrian provinces,IsRelatedTo,austrian empire
capture of illyrian provinces,OccursAt,adriatic sea
split of croatia,IsRelatedTo,croatian military frontier
battle of krbava field,OccursAt,krbava field
honeymoon destination report,IsRelatedTo,pinterest
honeymoon destination report,IsRelatedTo,zola
solo travel index ranking,IsRelatedTo,bounce
world tourist destination ranking,IsRelatedTo,world tourism organization
water quality ranking,IsRelatedTo,eurostat
tourist visits report,IsRelatedTo,european union
tourist visits report,IsRelatedTo,slovenia
tourist visits report,IsRelatedTo,italy
tourist visits report,IsRelatedTo,germany
corruption perceptions index report,IsRelatedTo,croatian state
corruption perceptions index report,IsRelatedTo,transparency international
removal of croats 1991,IsRelatedTo,bosnia and herzegovina
removal of croats 1991,IsRelatedTo,office of displaced persons and refugees
removal of croats 1991,IsRelatedTo,serb forces
croatia joins nato,IsRelatedTo,nato
croatia joins nato,IsRelatedTo,croatian armed forces
croatia joins nato,IsRelatedTo,general staff
croatia joins nato,OccursAt,nato
compulsory conscription reintroduced,IsRelatedTo,croatian armed forces
compulsory conscription reintroduced,IsRelatedTo,general staff
compulsory conscription abolished,IsRelatedTo,croatian armed forces
compulsory conscription abolished,IsRelatedTo,general staff
croatia joins erm ii,IsRelatedTo,erm ii
croatia joins erm ii,OccursAt,erm ii
croatia joins schengen and eurozone,IsRelatedTo,schengen area
croatia joins schengen and eurozone,IsRelatedTo,eurozone
croatia joins schengen and eurozone,OccursAt,eurozone
croatia joins schengen and eurozone,OccursAt,schengen area
austria-hungary,IsPartOf,kingdom of dalmatia
austria-hungary,IsPartOf,kingdom of hungary
austria-hungary,IsPartOf,military frontier
